"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 12, 2019","2,040.56","2,014.86","2,042.64","2,014.86","-","1.28%"
"Feb 11, 2019","2,014.86","2,011.62","2,019.29","2,010.27","-","0.16%"
"Feb 08, 2019","2,011.62","2,010.04","2,011.71","1,992.97","-","0.08%"
"Feb 07, 2019","2,010.04","2,027.89","2,027.89","1,995.89","-","-0.88%"
"Feb 06, 2019","2,027.90","2,032.33","2,032.63","2,022.16","-","-0.22%"
"Feb 05, 2019","2,032.33","2,023.25","2,033.34","2,022.56","-","0.45%"
"Feb 04, 2019","2,023.25","2,009.04","2,023.32","2,003.85","-","0.71%"
"Feb 01, 2019","2,009.04","2,006.09","2,014.87","2,001.77","-","0.15%"
"Jan 31, 2019","2,006.09","1,988.96","2,009.09","1,987.80","-","0.86%"
"Jan 30, 2019","1,988.96","1,959.89","1,995.50","1,959.89","-","1.48%"
"Jan 29, 2019","1,959.89","1,962.73","1,967.45","1,954.03","-","-0.14%"
"Jan 28, 2019","1,962.73","1,977.03","1,977.03","1,948.68","-","-0.72%"
"Jan 25, 2019","1,977.03","1,958.96","1,981.28","1,958.96","-","0.92%"
"Jan 24, 2019","1,958.96","1,954.17","1,961.52","1,948.06","-","0.25%"
"Jan 23, 2019","1,954.17","1,951.16","1,965.86","1,936.16","-","0.15%"
"Jan 22, 2019","1,951.16","1,979.64","1,979.64","1,940.39","-","-1.44%"
"Jan 18, 2019","1,979.64","1,954.39","1,983.08","1,954.39","-","1.29%"
"Jan 17, 2019","1,954.35","1,939.23","1,961.07","1,932.21","-","0.78%"
"Jan 16, 2019","1,939.23","1,933.61","1,945.77","1,933.61","-","0.29%"
"Jan 15, 2019","1,933.61","1,913.69","1,934.89","1,913.69","-","1.04%"
"Jan 14, 2019","1,913.69","1,924.80","1,924.80","1,906.11","-","-0.58%"
"Jan 11, 2019","1,924.80","1,924.71","1,924.80","1,911.36","-","0.00%"
"Jan 10, 2019","1,924.71","1,915.61","1,925.29","1,898.95","-","0.48%"
"Jan 09, 2019","1,915.61","1,906.28","1,921.92","1,903.68","-","0.49%"
"Jan 08, 2019","1,906.28","1,886.41","1,908.31","1,885.29","-","1.05%"
"Jan 07, 2019","1,886.41","1,870.08","1,898.16","1,867.29","-","0.87%"
"Jan 04, 2019","1,870.08","1,807.64","1,874.54","1,807.64","-","3.46%"
"Jan 03, 2019","1,807.62","1,850.97","1,851.31","1,805.29","-","-2.34%"
"Jan 02, 2019","1,850.97","1,848.75","1,856.95","1,819.28","-","0.10%"
"Dec 31, 2018","1,849.04","1,833.21","1,849.47","1,830.27","-","0.86%"
"Dec 28, 2018","1,833.21","1,833.95","1,857.90","1,823.31","-","-0.04%"
"Dec 27, 2018","1,833.95","1,819.61","1,833.95","1,768.74","-","0.79%"
"Dec 26, 2018","1,819.61","1,733.72","1,819.70","1,731.69","-","4.95%"
"Dec 24, 2018","1,733.72","1,780.67","1,780.67","1,733.72","-","-2.64%"
"Dec 21, 2018","1,780.67","1,818.91","1,843.86","1,775.15","-","-2.10%"
"Dec 20, 2018","1,818.91","1,848.69","1,850.01","1,799.77","-","-1.61%"
"Dec 19, 2018","1,848.69","1,877.99","1,905.19","1,836.71","-","-1.56%"
"Dec 18, 2018","1,877.99","1,877.94","1,899.22","1,866.58","-","0.00%"
"Dec 17, 2018","1,877.94","1,919.21","1,919.73","1,867.33","-","-2.15%"
"Dec 14, 2018","1,919.21","1,954.82","1,954.82","1,914.64","-","-1.82%"
"Dec 13, 2018","1,954.83","1,959.03","1,970.58","1,946.54","-","-0.21%"
"Dec 12, 2018","1,959.03","1,947.51","1,983.56","1,947.51","-","0.59%"
"Dec 11, 2018","1,947.51","1,948.91","1,975.71","1,936.93","-","-0.07%"
"Dec 10, 2018","1,948.91","1,947.17","1,955.77","1,911.97","-","0.09%"
"Dec 07, 2018","1,947.17","1,993.07","2,002.10","1,939.69","-","-2.30%"
"Dec 06, 2018","1,993.07","1,995.35","1,995.35","1,939.15","-","-0.11%"
"Dec 04, 2018","1,995.35","2,064.10","2,064.10","1,993.44","-","-3.33%"
"Dec 03, 2018","2,064.10","2,041.76","2,070.98","2,041.76","-","1.09%"
"Nov 30, 2018","2,041.76","2,025.56","2,042.59","2,022.15","-","0.80%"
"Nov 29, 2018","2,025.56","2,029.82","2,037.45","2,014.21","-","-0.21%"
"Nov 28, 2018","2,029.82","1,983.86","2,030.05","1,983.86","-","2.32%"
"Nov 27, 2018","1,983.86","1,981.34","1,984.14","1,968.66","-","0.13%"
"Nov 26, 2018","1,981.34","1,951.37","1,982.03","1,951.37","-","1.54%"
"Nov 23, 2018","1,951.37","1,962.10","1,962.41","1,948.95","-","-0.55%"
"Nov 21, 2018","1,962.10","1,952.94","1,976.77","1,952.94","-","0.47%"
"Nov 20, 2018","1,952.94","1,988.08","1,988.08","1,945.43","-","-1.77%"
"Nov 19, 2018","1,988.08","2,023.31","2,023.31","1,981.78","-","-1.74%"
"Nov 16, 2018","2,023.32","2,018.94","2,029.58","2,005.89","-","0.22%"
"Nov 15, 2018","2,018.94","1,996.91","2,022.04","1,975.73","-","1.10%"
"Nov 14, 2018","1,996.91","2,012.34","2,030.77","1,985.91","-","-0.77%"
"Nov 13, 2018","2,012.34","2,014.94","2,036.20","2,007.65","-","-0.13%"
"Nov 12, 2018","2,014.94","2,055.11","2,055.14","2,012.34","-","-1.95%"
"Nov 09, 2018","2,055.11","2,075.95","2,075.95","2,042.72","-","-1.00%"
"Nov 08, 2018","2,075.95","2,081.97","2,082.55","2,067.97","-","-0.29%"
"Nov 07, 2018","2,081.97","2,040.18","2,082.75","2,040.18","-","2.05%"
"Nov 06, 2018","2,040.18","2,028.07","2,040.98","2,026.53","-","0.60%"
"Nov 05, 2018","2,028.06","2,018.62","2,032.43","2,013.65","-","0.47%"
"Nov 02, 2018","2,018.60","2,029.52","2,041.86","2,002.55","-","-0.54%"
"Nov 01, 2018","2,029.52","2,004.89","2,030.58","2,004.56","-","1.23%"
"Oct 31, 2018","2,004.89","1,983.87","2,022.61","1,983.87","-","1.06%"
"Oct 30, 2018","1,983.87","1,952.29","1,985.65","1,948.45","-","1.62%"
"Oct 29, 2018","1,952.29","1,965.18","2,000.66","1,925.91","-","-0.66%"
"Oct 26, 2018","1,965.18","1,998.28","1,998.28","1,941.72","-","-1.66%"
"Oct 25, 2018","1,998.28","1,961.57","2,010.37","1,961.57","-","1.87%"
"Oct 24, 2018","1,961.57","2,025.46","2,026.73","1,958.92","-","-3.15%"
"Oct 23, 2018","2,025.46","2,037.49","2,037.49","1,989.70","-","-0.59%"
"Oct 22, 2018","2,037.49","2,045.96","2,053.73","2,032.91","-","-0.41%"
"Oct 19, 2018","2,045.96","2,050.18","2,069.94","2,041.35","-","-0.21%"
"Oct 18, 2018","2,050.18","2,080.88","2,080.88","2,040.82","-","-1.48%"
"Oct 17, 2018","2,080.88","2,082.61","2,085.81","2,060.79","-","-0.08%"
"Oct 16, 2018","2,082.62","2,037.34","2,084.88","2,037.34","-","2.22%"
"Oct 15, 2018","2,037.34","2,046.49","2,054.51","2,033.96","-","-0.45%"
"Oct 12, 2018","2,046.49","2,020.48","2,054.65","2,019.48","-","1.29%"
"Oct 11, 2018","2,020.48","2,062.02","2,068.97","2,010.06","-","-2.01%"
"Oct 10, 2018","2,062.02","2,130.93","2,130.93","2,061.58","-","-3.23%"
"Oct 09, 2018","2,130.93","2,135.26","2,142.44","2,128.35","-","-0.20%"
"Oct 08, 2018","2,135.26","2,137.64","2,139.30","2,119.51","-","-0.11%"
"Oct 05, 2018","2,137.64","2,150.55","2,156.12","2,125.13","-","-0.60%"
"Oct 04, 2018","2,150.55","2,170.43","2,170.43","2,138.89","-","-0.92%"
"Oct 03, 2018","2,170.43","2,166.93","2,178.93","2,166.93","-","0.16%"
"Oct 02, 2018","2,166.93","2,170.47","2,173.50","2,164.17","-","-0.16%"
"Oct 01, 2018","2,170.47","2,167.18","2,182.04","2,165.77","-","0.15%"
"Sep 28, 2018","2,167.18","2,166.38","2,171.74","2,161.89","-","0.04%"
"Sep 27, 2018","2,166.38","2,161.35","2,175.74","2,161.35","-","0.23%"
"Sep 26, 2018","2,161.35","2,170.37","2,180.19","2,159.81","-","-0.42%"
"Sep 25, 2018","2,170.37","2,171.94","2,175.56","2,169.30","-","-0.07%"
"Sep 24, 2018","2,171.94","2,179.91","2,179.91","2,167.19","-","-0.37%"
"Sep 21, 2018","2,179.91","2,181.76","2,188.90","2,178.16","-","-0.08%"
"Sep 20, 2018","2,181.76","2,164.71","2,184.34","2,164.71","-","0.79%"
"Sep 19, 2018","2,164.71","2,164.22","2,169.38","2,163.20","-","0.02%"
"Sep 18, 2018","2,164.22","2,153.00","2,169.06","2,153.00","-","0.52%"
"Sep 17, 2018","2,153.00","2,167.04","2,167.60","2,151.22","-","-0.65%"
"Sep 14, 2018","2,167.04","2,165.06","2,169.73","2,160.23","-","0.09%"
"Sep 13, 2018","2,165.06","2,155.34","2,167.91","2,155.34","-","0.45%"
"Sep 12, 2018","2,155.34","2,154.71","2,158.31","2,146.57","-","0.03%"
"Sep 11, 2018","2,154.71","2,147.52","2,158.32","2,139.97","-","0.33%"
"Sep 10, 2018","2,147.52","2,142.72","2,153.49","2,142.72","-","0.22%"
"Sep 07, 2018","2,142.72","2,147.33","2,152.00","2,137.29","-","-0.21%"
"Sep 06, 2018","2,147.33","2,155.81","2,158.80","2,140.54","-","-0.39%"
"Sep 05, 2018","2,155.81","2,162.88","2,162.88","2,146.25","-","-0.33%"
"Sep 04, 2018","2,162.88","2,166.62","2,166.62","2,153.91","-","-0.17%"
"Aug 31, 2018","2,166.62","2,165.12","2,168.54","2,159.29","-","0.07%"
"Aug 30, 2018","2,165.12","2,174.28","2,174.28","2,161.35","-","-0.42%"
"Aug 29, 2018","2,174.28","2,162.77","2,176.25","2,162.77","-","0.53%"
"Aug 28, 2018","2,162.77","2,162.01","2,167.36","2,159.02","-","0.04%"
"Aug 27, 2018","2,162.01","2,146.94","2,163.70","2,146.94","-","0.70%"
"Aug 24, 2018","2,146.94","2,133.72","2,147.97","2,133.72","-","0.62%"
"Aug 23, 2018","2,133.72","2,137.82","2,142.33","2,131.46","-","-0.19%"
"Aug 22, 2018","2,137.82","2,137.70","2,141.20","2,133.48","-","0.01%"
"Aug 21, 2018","2,137.70","2,130.83","2,144.68","2,130.83","-","0.32%"
"Aug 20, 2018","2,130.83","2,125.17","2,132.79","2,125.17","-","0.27%"
"Aug 17, 2018","2,125.17","2,118.09","2,128.72","2,112.87","-","0.33%"
"Aug 16, 2018","2,118.09","2,101.35","2,125.20","2,101.35","-","0.80%"
"Aug 15, 2018","2,101.35","2,118.96","2,118.96","2,090.15","-","-0.83%"
"Aug 14, 2018","2,118.96","2,104.71","2,121.09","2,104.71","-","0.68%"
"Aug 13, 2018","2,104.71","2,113.97","2,120.82","2,102.82","-","-0.44%"
"Aug 10, 2018","2,113.97","2,127.58","2,127.58","2,109.52","-","-0.64%"
"Aug 09, 2018","2,127.58","2,129.49","2,134.47","2,126.51","-","-0.09%"
"Aug 08, 2018","2,129.49","2,130.65","2,132.92","2,125.59","-","-0.05%"
"Aug 07, 2018","2,130.65","2,124.33","2,133.93","2,124.33","-","0.30%"
"Aug 06, 2018","2,124.33","2,115.75","2,126.16","2,113.03","-","0.41%"
"Aug 03, 2018","2,115.75","2,108.52","2,115.75","2,107.92","-","0.34%"
"Aug 02, 2018","2,108.52","2,096.27","2,110.14","2,085.51","-","0.58%"
"Aug 01, 2018","2,096.26","2,098.68","2,104.92","2,090.32","-","-0.12%"
"Jul 31, 2018","2,098.68","2,086.70","2,104.58","2,086.70","-","0.57%"
"Jul 30, 2018","2,086.70","2,099.97","2,102.12","2,084.13","-","-0.63%"
"Jul 27, 2018","2,099.97","2,117.06","2,121.60","2,092.50","-","-0.81%"
"Jul 26, 2018","2,117.06","2,120.84","2,122.47","2,113.40","-","-0.18%"
"Jul 25, 2018","2,120.84","2,102.98","2,121.88","2,101.47","-","0.85%"
"Jul 24, 2018","2,102.98","2,098.46","2,113.00","2,096.45","-","0.22%"
"Jul 23, 2018","2,098.46","2,095.39","2,099.83","2,090.03","-","0.15%"
"Jul 20, 2018","2,095.39","2,098.21","2,100.85","2,094.57","-","-0.13%"
"Jul 19, 2018","2,098.21","2,104.02","2,104.02","2,092.98","-","-0.28%"
"Jul 18, 2018","2,104.02","2,099.10","2,104.71","2,095.73","-","0.23%"
"Jul 17, 2018","2,099.10","2,090.02","2,102.21","2,083.34","-","0.43%"
"Jul 16, 2018","2,090.02","2,093.80","2,095.53","2,086.55","-","-0.18%"
"Jul 13, 2018","2,093.80","2,092.35","2,097.36","2,087.76","-","0.07%"
"Jul 12, 2018","2,092.35","2,075.47","2,092.89","2,075.47","-","0.81%"
"Jul 11, 2018","2,075.47","2,089.97","2,089.97","2,073.33","-","-0.69%"
"Jul 10, 2018","2,089.97","2,084.85","2,092.49","2,084.20","-","0.25%"
"Jul 09, 2018","2,084.85","2,067.08","2,085.14","2,067.08","-","0.86%"
"Jul 06, 2018","2,067.08","2,049.46","2,069.83","2,047.60","-","0.86%"
"Jul 05, 2018","2,049.46","2,031.67","2,049.91","2,031.67","-","0.88%"
"Jul 03, 2018","2,031.67","2,039.47","2,046.88","2,030.34","-","-0.38%"
"Jul 02, 2018","2,039.47","2,032.80","2,039.69","2,019.05","-","0.33%"
"Jun 29, 2018","2,032.80","2,031.49","2,050.69","2,031.49","-","0.06%"
"Jun 28, 2018","2,031.49","2,019.54","2,037.02","2,013.07","-","0.59%"
"Jun 27, 2018","2,019.54","2,039.33","2,054.85","2,019.41","-","-0.97%"
"Jun 26, 2018","2,039.33","2,033.95","2,045.88","2,032.66","-","0.26%"
"Jun 25, 2018","2,033.95","2,063.42","2,063.42","2,021.70","-","-1.43%"
"Jun 22, 2018","2,063.42","2,060.32","2,070.05","2,060.32","-","0.15%"
"Jun 21, 2018","2,060.32","2,074.88","2,076.35","2,056.40","-","-0.70%"
"Jun 20, 2018","2,074.88","2,069.47","2,079.67","2,069.47","-","0.26%"
"Jun 19, 2018","2,069.47","2,077.12","2,077.12","2,053.92","-","-0.37%"
"Jun 18, 2018","2,077.12","2,079.30","2,079.30","2,063.31","-","-0.10%"
"Jun 15, 2018","2,079.16","2,081.03","2,081.15","2,066.04","-","-0.09%"
"Jun 14, 2018","2,081.03","2,075.35","2,085.00","2,075.35","-","0.27%"
"Jun 13, 2018","2,075.35","2,083.76","2,087.01","2,074.85","-","-0.40%"
"Jun 12, 2018","2,083.76","2,079.17","2,086.38","2,077.99","-","0.22%"
"Jun 11, 2018","2,079.17","2,076.83","2,084.29","2,076.83","-","0.11%"
"Jun 08, 2018","2,076.83","2,069.99","2,077.18","2,065.77","-","0.33%"
"Jun 07, 2018","2,069.99","2,072.52","2,078.07","2,062.45","-","-0.12%"
"Jun 06, 2018","2,072.52","2,055.06","2,072.64","2,055.06","-","0.85%"
"Jun 05, 2018","2,055.06","2,052.15","2,057.14","2,047.75","-","0.14%"
"Jun 04, 2018","2,052.15","2,042.68","2,053.14","2,042.68","-","0.46%"
"Jun 01, 2018","2,042.68","2,021.63","2,044.50","2,021.63","-","1.04%"
"May 31, 2018","2,021.63","2,036.03","2,036.03","2,018.56","-","-0.71%"
"May 30, 2018","2,036.03","2,010.14","2,040.12","2,010.14","-","1.29%"
"May 29, 2018","2,010.14","2,030.63","2,030.63","2,000.79","-","-1.01%"
"May 25, 2018","2,030.63","2,034.45","2,034.50","2,026.23","-","-0.21%"
"May 24, 2018","2,034.96","2,037.81","2,037.81","2,020.24","-","-0.16%"
"May 23, 2018","2,038.29","2,032.22","2,038.29","2,022.62","-","0.30%"
"May 22, 2018","2,032.22","2,039.45","2,046.06","2,030.71","-","-0.38%"
"May 21, 2018","2,039.97","2,025.13","2,043.93","2,025.13","-","0.73%"
"May 18, 2018","2,025.13","2,029.45","2,029.45","2,022.49","-","-0.21%"
"May 17, 2018","2,029.45","2,029.55","2,037.49","2,023.08","-","-0.00%"
"May 16, 2018","2,029.55","2,019.79","2,033.64","2,019.79","-","0.46%"
"May 15, 2018","2,020.31","2,031.93","2,031.93","2,014.07","-","-0.60%"
"May 14, 2018","2,032.44","2,031.41","2,042.16","2,029.45","-","0.02%"
"May 11, 2018","2,031.96","2,028.69","2,035.95","2,024.65","-","0.16%"
"May 10, 2018","2,028.69","2,011.47","2,031.61","2,011.47","-","0.86%"
"May 09, 2018","2,011.47","1,993.13","2,014.07","1,993.13","-","0.92%"
"May 08, 2018","1,993.13","1,991.74","1,995.48","1,981.59","-","0.04%"
"May 07, 2018","1,992.40","1,983.39","2,000.27","1,983.39","-","0.43%"
"May 04, 2018","1,983.80","1,959.00","1,989.67","1,949.17","-","1.27%"
"May 03, 2018","1,959.00","1,963.19","1,964.51","1,934.05","-","-0.24%"
"May 02, 2018","1,963.73","1,975.42","1,981.65","1,961.22","-","-0.62%"
"May 01, 2018","1,975.96","1,970.71","1,976.22","1,955.00","-","0.26%"
"Apr 30, 2018","1,970.81","1,987.01","1,996.16","1,970.81","-","-0.82%"
"Apr 27, 2018","1,987.01","1,985.57","1,993.20","1,978.99","-","0.07%"
"Apr 26, 2018","1,985.57","1,966.53","1,992.31","1,966.53","-","0.97%"
"Apr 25, 2018","1,966.53","1,964.21","1,971.11","1,948.25","-","0.12%"
"Apr 24, 2018","1,964.21","1,988.97","1,999.18","1,951.94","-","-1.24%"
"Apr 23, 2018","1,988.97","1,989.31","1,998.54","1,980.28","-","-0.02%"
"Apr 20, 2018","1,989.31","2,005.22","2,005.67","1,982.98","-","-0.79%"
"Apr 19, 2018","2,005.22","2,016.53","2,016.53","1,997.42","-","-0.56%"
"Apr 18, 2018","2,016.53","2,014.06","2,023.17","2,012.93","-","0.12%"
"Apr 17, 2018","2,014.06","1,992.74","2,018.96","1,992.74","-","1.07%"
"Apr 16, 2018","1,992.74","1,976.45","1,998.71","1,976.45","-","0.82%"
"Apr 13, 2018","1,976.45","1,982.80","1,994.27","1,968.65","-","-0.32%"
"Apr 12, 2018","1,982.80","1,967.43","1,990.39","1,967.43","-","0.78%"
"Apr 11, 2018","1,967.43","1,976.39","1,980.29","1,965.24","-","-0.45%"
"Apr 10, 2018","1,976.39","1,943.52","1,982.57","1,943.52","-","1.69%"
"Apr 09, 2018","1,943.52","1,938.37","1,972.53","1,938.37","-","0.27%"
"Apr 06, 2018","1,938.37","1,980.66","1,980.66","1,924.99","-","-2.14%"
"Apr 05, 2018","1,980.66","1,966.88","1,986.78","1,966.88","-","0.70%"
"Apr 04, 2018","1,966.88","1,944.59","1,970.45","1,917.47","-","1.15%"
"Apr 03, 2018","1,944.59","1,920.79","1,947.96","1,917.32","-","1.24%"
"Apr 02, 2018","1,920.79","1,965.17","1,965.17","1,901.69","-","-2.26%"
"Mar 29, 2018","1,965.17","1,939.04","1,977.99","1,939.04","-","1.35%"
"Mar 28, 2018","1,939.04","1,944.27","1,957.29","1,930.39","-","-0.27%"
"Mar 27, 2018","1,944.26","1,978.74","1,988.68","1,933.06","-","-1.74%"
"Mar 26, 2018","1,978.74","1,928.44","1,980.51","1,928.44","-","2.61%"
"Mar 23, 2018","1,928.44","1,969.25","1,978.67","1,927.12","-","-2.07%"
"Mar 22, 2018","1,969.25","2,019.31","2,019.31","1,968.55","-","-2.48%"
"Mar 21, 2018","2,019.31","2,020.89","2,037.39","2,017.75","-","-0.08%"
"Mar 20, 2018","2,020.88","2,018.03","2,026.13","2,016.11","-","0.14%"
"Mar 19, 2018","2,018.03","2,045.62","2,045.62","2,004.56","-","-1.35%"
"Mar 16, 2018","2,045.62","2,040.79","2,051.68","2,040.79","-","0.24%"
"Mar 15, 2018","2,040.79","2,043.73","2,052.05","2,036.75","-","-0.14%"
"Mar 14, 2018","2,043.72","2,055.00","2,063.37","2,040.45","-","-0.55%"
"Mar 13, 2018","2,055.00","2,067.84","2,080.69","2,050.55","-","-0.62%"
"Mar 12, 2018","2,067.84","2,069.21","2,076.57","2,064.51","-","-0.07%"
"Mar 09, 2018","2,069.21","2,034.95","2,069.21","2,034.95","-","1.68%"
"Mar 08, 2018","2,034.95","2,027.53","2,036.07","2,023.59","-","0.37%"
"Mar 07, 2018","2,027.53","2,026.29","2,030.28","2,009.78","-","0.06%"
"Mar 06, 2018","2,026.29","2,018.79","2,027.50","2,012.81","-","0.37%"
"Mar 05, 2018","2,018.79","1,997.06","2,023.94","1,986.28","-","1.09%"
"Mar 02, 2018","1,997.06","1,984.26","2,000.47","1,962.53","-","0.65%"
"Mar 01, 2018","1,984.26","2,007.94","2,019.67","1,970.73","-","-1.18%"
"Feb 28, 2018","2,007.94","2,030.52","2,042.29","2,007.80","-","-1.11%"
"Feb 27, 2018","2,030.52","2,057.04","2,063.42","2,030.50","-","-1.29%"
"Feb 26, 2018","2,057.04","2,035.24","2,057.83","2,035.24","-","1.07%"
"Feb 23, 2018","2,035.24","2,004.39","2,035.44","2,004.39","-","1.54%"
"Feb 22, 2018","2,004.37","2,003.56","2,024.51","2,000.39","-","0.04%"
"Feb 21, 2018","2,003.56","2,013.21","2,036.97","2,003.56","-","-0.48%"
"Feb 20, 2018","2,013.21","2,025.47","2,029.27","2,006.86","-","-0.61%"
"Feb 16, 2018","2,025.47","2,024.06","2,040.84","2,020.48","-","0.07%"
"Feb 15, 2018","2,024.06","2,000.60","2,024.21","1,994.35","-","1.17%"
"Feb 14, 2018","2,000.60","1,972.72","2,002.98","1,962.19","-","1.41%"
"Feb 13, 2018","1,972.72","1,967.23","1,976.67","1,954.44","-","0.28%"
"Feb 12, 2018","1,967.23","1,941.43","1,978.96","1,941.43","-","1.33%"
"Feb 09, 2018","1,941.43","1,914.80","1,954.98","1,879.11","-","1.39%"
"Feb 08, 2018","1,914.80","1,987.62","1,989.84","1,914.63","-","-3.66%"
"Feb 07, 2018","1,987.62","1,995.58","2,018.63","1,987.55","-","-0.40%"
"Feb 06, 2018","1,995.58","1,964.13","2,000.23","1,931.17","-","1.60%"
"Feb 05, 2018","1,964.13","2,045.65","2,046.35","1,958.15","-","-3.99%"
"Feb 02, 2018","2,045.65","2,089.15","2,089.15","2,044.31","-","-2.08%"
"Feb 01, 2018","2,089.14","2,089.67","2,098.40","2,082.59","-","-0.03%"
"Jan 31, 2018","2,089.67","2,089.66","2,102.27","2,082.29","-","0.00%"
"Jan 30, 2018","2,089.66","2,112.26","2,112.26","2,086.93","-","-1.07%"
"Jan 29, 2018","2,112.26","2,126.51","2,126.51","2,110.87","-","-0.67%"
"Jan 26, 2018","2,126.51","2,103.96","2,126.51","2,103.96","-","1.07%"
"Jan 25, 2018","2,103.96","2,102.75","2,110.88","2,097.70","-","0.06%"
"Jan 24, 2018","2,102.75","2,105.36","2,114.83","2,093.93","-","-0.12%"
"Jan 23, 2018","2,105.36","2,100.25","2,106.91","2,098.39","-","0.24%"
"Jan 22, 2018","2,100.25","2,083.78","2,100.27","2,083.17","-","0.79%"
"Jan 19, 2018","2,083.78","2,072.23","2,083.79","2,072.23","-","0.56%"
"Jan 18, 2018","2,072.23","2,076.49","2,078.20","2,068.95","-","-0.21%"
"Jan 17, 2018","2,076.49","2,057.47","2,079.81","2,057.47","-","0.92%"
"Jan 16, 2018","2,057.47","2,066.91","2,081.64","2,052.28","-","-0.46%"
"Jan 12, 2018","2,066.91","2,054.49","2,067.94","2,054.49","-","0.60%"
"Jan 11, 2018","2,054.49","2,037.60","2,054.49","2,037.60","-","0.83%"
"Jan 10, 2018","2,037.60","2,040.02","2,040.02","2,028.80","-","-0.12%"
"Jan 09, 2018","2,040.02","2,038.02","2,045.95","2,038.02","-","0.10%"
"Jan 08, 2018","2,038.02","2,034.10","2,038.66","2,029.50","-","0.19%"
"Jan 05, 2018","2,034.10","2,021.10","2,034.30","2,021.10","-","0.64%"
"Jan 04, 2018","2,021.10","2,013.86","2,024.65","2,013.86","-","0.36%"
"Jan 03, 2018","2,013.86","2,002.12","2,014.72","2,002.12","-","0.59%"
"Jan 02, 2018","2,002.12","1,985.81","2,002.23","1,985.81","-","0.82%"
"Dec 29, 2017","1,985.81","1,996.63","2,000.06","1,985.81","-","-0.54%"
"Dec 28, 2017","1,996.63","1,992.54","1,996.73","1,992.18","-","0.21%"
"Dec 27, 2017","1,992.54","1,990.98","1,995.20","1,990.21","-","0.08%"
"Dec 26, 2017","1,990.98","1,992.29","1,992.60","1,989.18","-","-0.07%"
"Dec 22, 2017","1,992.29","1,993.25","1,994.06","1,988.71","-","-0.05%"
"Dec 21, 2017","1,993.25","1,988.72","1,998.57","1,988.72","-","0.23%"
"Dec 20, 2017","1,988.72","1,989.63","1,996.68","1,986.10","-","-0.05%"
"Dec 19, 2017","1,989.63","1,996.91","1,999.72","1,989.22","-","-0.36%"
"Dec 18, 2017","1,996.91","1,984.58","1,999.89","1,984.58","-","0.62%"
"Dec 15, 2017","1,984.58","1,966.12","1,988.02","1,966.12","-","0.94%"
"Dec 14, 2017","1,966.12","1,975.64","1,979.47","1,966.12","-","-0.48%"
"Dec 13, 2017","1,975.64","1,975.71","1,982.65","1,975.64","-","-0.00%"
"Dec 12, 2017","1,975.71","1,973.91","1,980.34","1,973.91","-","0.09%"
"Dec 11, 2017","1,973.91","1,968.80","1,974.12","1,968.80","-","0.26%"
"Dec 08, 2017","1,968.80","1,958.60","1,969.54","1,958.60","-","0.52%"
"Dec 07, 2017","1,958.60","1,951.23","1,961.26","1,949.82","-","0.38%"
"Dec 06, 2017","1,951.23","1,952.79","1,954.92","1,948.82","-","-0.08%"
"Dec 05, 2017","1,952.79","1,961.42","1,967.50","1,951.72","-","-0.44%"
"Dec 04, 2017","1,961.42","1,964.19","1,982.39","1,961.25","-","-0.14%"
"Dec 01, 2017","1,964.19","1,968.43","1,969.99","1,935.60","-","-0.22%"
"Nov 30, 2017","1,968.43","1,953.88","1,975.82","1,953.88","-","0.74%"
"Nov 29, 2017","1,953.88","1,954.04","1,960.65","1,949.60","-","-0.01%"
"Nov 28, 2017","1,954.04","1,934.41","1,954.35","1,934.41","-","1.01%"
"Nov 27, 2017","1,934.41","1,936.23","1,938.90","1,932.88","-","-0.09%"
"Nov 24, 2017","1,936.23","1,932.27","1,937.15","1,932.27","-","0.20%"
"Nov 22, 2017","1,932.27","1,933.62","1,935.33","1,931.38","-","-0.07%"
"Nov 21, 2017","1,933.62","1,920.44","1,934.48","1,920.44","-","0.69%"
"Nov 20, 2017","1,920.44","1,916.81","1,921.77","1,916.54","-","0.19%"
"Nov 17, 2017","1,916.81","1,919.59","1,919.65","1,915.41","-","-0.14%"
"Nov 16, 2017","1,919.59","1,902.67","1,922.86","1,902.67","-","0.89%"
"Nov 15, 2017","1,902.67","1,912.87","1,912.87","1,896.35","-","-0.53%"
"Nov 14, 2017","1,912.87","1,917.32","1,917.32","1,904.99","-","-0.23%"
"Nov 13, 2017","1,917.32","1,915.56","1,919.34","1,909.51","-","0.09%"
"Nov 10, 2017","1,915.56","1,916.66","1,916.91","1,911.05","-","-0.06%"
"Nov 09, 2017","1,916.66","1,924.33","1,924.33","1,903.46","-","-0.40%"
"Nov 08, 2017","1,924.33","1,921.49","1,925.23","1,917.22","-","0.15%"
"Nov 07, 2017","1,921.49","1,924.63","1,928.27","1,917.20","-","-0.16%"
"Nov 06, 2017","1,924.63","1,921.74","1,926.25","1,920.61","-","0.15%"
"Nov 03, 2017","1,921.74","1,916.43","1,922.03","1,913.57","-","0.28%"
"Nov 02, 2017","1,916.43","1,915.90","1,917.46","1,907.16","-","0.03%"
"Nov 01, 2017","1,915.90","1,914.61","1,924.41","1,912.15","-","0.07%"
"Oct 31, 2017","1,914.61","1,911.01","1,916.99","1,911.01","-","0.19%"
