"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 23, 2021","3,333.74","3,301.72","3,339.89","3,301.72","-","0.97%"
"Aug 20, 2021","3,301.72","3,272.30","3,303.19","3,272.30","-","0.90%"
"Aug 19, 2021","3,272.30","3,274.51","3,283.18","3,251.15","-","-0.07%"
"Aug 18, 2021","3,274.51","3,308.05","3,311.86","3,272.82","-","-1.01%"
"Aug 17, 2021","3,308.05","3,333.31","3,333.31","3,284.29","-","-0.76%"
"Aug 16, 2021","3,333.31","3,331.64","3,333.56","3,305.15","-","0.05%"
"Aug 13, 2021","3,331.64","3,329.88","3,333.42","3,327.54","-","0.05%"
"Aug 12, 2021","3,329.88","3,321.28","3,330.71","3,312.71","-","0.26%"
"Aug 11, 2021","3,321.28","3,313.31","3,322.17","3,308.58","-","0.24%"
"Aug 10, 2021","3,313.31","3,312.07","3,320.88","3,310.11","-","0.04%"
"Aug 09, 2021","3,312.07","3,314.73","3,317.59","3,304.41","-","-0.08%"
"Aug 06, 2021","3,314.73","3,311.34","3,321.04","3,308.83","-","0.10%"
"Aug 05, 2021","3,311.34","3,287.67","3,311.54","3,287.67","-","0.72%"
"Aug 04, 2021","3,287.67","3,302.89","3,303.19","3,286.29","-","-0.46%"
"Aug 03, 2021","3,302.89","3,279.14","3,303.17","3,265.23","-","0.72%"
"Aug 02, 2021","3,279.14","3,284.85","3,304.31","3,277.30","-","-0.17%"
"Jul 30, 2021","3,284.85","3,303.78","3,303.78","3,280.84","-","-0.57%"
"Jul 29, 2021","3,303.78","3,290.30","3,314.27","3,289.32","-","0.41%"
"Jul 28, 2021","3,290.30","3,283.76","3,301.22","3,279.51","-","0.20%"
"Jul 27, 2021","3,283.76","3,302.29","3,302.29","3,260.55","-","-0.56%"
"Jul 26, 2021","3,302.29","3,295.90","3,302.55","3,292.34","-","0.19%"
"Jul 23, 2021","3,295.90","3,262.99","3,298.12","3,262.99","-","1.01%"
"Jul 22, 2021","3,262.99","3,260.92","3,265.82","3,250.07","-","0.06%"
"Jul 21, 2021","3,260.92","3,231.11","3,261.40","3,231.11","-","0.92%"
"Jul 20, 2021","3,231.11","3,176.11","3,241.72","3,176.11","-","1.73%"
"Jul 19, 2021","3,176.11","3,223.99","3,223.99","3,158.30","-","-1.49%"
"Jul 16, 2021","3,223.99","3,248.14","3,261.33","3,220.64","-","-0.74%"
"Jul 15, 2021","3,248.14","3,256.63","3,259.23","3,231.19","-","-0.34%"
"Jul 14, 2021","3,259.23","3,264.45","3,282.37","3,253.27","-","-0.16%"
"Jul 13, 2021","3,264.45","3,283.22","3,283.60","3,263.12","-","-0.57%"
"Jul 12, 2021","3,283.22","3,274.86","3,284.32","3,270.15","-","0.26%"
"Jul 09, 2021","3,274.86","3,233.83","3,275.99","3,233.55","-","1.27%"
"Jul 08, 2021","3,233.83","3,262.65","3,262.65","3,206.14","-","-0.88%"
"Jul 07, 2021","3,262.65","3,257.69","3,267.69","3,241.61","-","0.15%"
"Jul 06, 2021","3,257.69","3,266.12","3,268.82","3,236.00","-","-0.26%"
"Jul 02, 2021","3,266.12","3,247.94","3,268.35","3,247.94","-","0.56%"
