"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 09, 2021","554.28","549.06","554.73","547.26","-","0.94%"
"Jul 08, 2021","549.13","554.80","554.85","546.03","-","-1.01%"
"Jul 07, 2021","554.72","553.95","555.44","552.07","-","0.10%"
"Jul 06, 2021","554.16","555.98","556.58","551.52","-","-0.33%"
"Jul 05, 2021","556.02","555.24","556.16","555.84","-","0.14%"
"Jul 02, 2021","555.24","552.80","556.02","552.50","-","0.38%"
"Jul 01, 2021","553.12","553.12","553.12","553.12","-","0.23%"
"Jun 30, 2021","551.83","553.03","553.46","551.18","-","-0.24%"
"Jun 29, 2021","553.15","553.58","553.78","552.64","-","-0.08%"
"Jun 28, 2021","553.61","553.69","554.04","552.32","-","-0.05%"
"Jun 25, 2021","553.90","551.37","554.06","551.29","-","0.50%"
"Jun 24, 2021","551.16","548.20","551.72","547.99","-","0.50%"
"Jun 23, 2021","548.40","548.74","550.37","548.11","-","0.04%"
"Jun 22, 2021","548.20","545.39","549.54","545.33","-","0.54%"
"Jun 21, 2021","545.28","545.28","545.28","545.28","-","0.69%"
"Jun 18, 2021","541.54","547.96","548.23","541.39","-","-1.23%"
"Jun 17, 2021","548.30","549.23","549.27","545.58","-","-0.50%"
"Jun 16, 2021","551.06","552.93","553.16","547.64","-","-0.33%"
"Jun 15, 2021","552.87","553.53","554.56","552.10","-","-0.14%"
"Jun 14, 2021","553.65","552.58","553.51","552.02","-","0.18%"
"Jun 11, 2021","552.68","551.91","552.77","551.19","-","0.19%"
"Jun 10, 2021","551.65","549.58","552.59","549.41","-","0.35%"
"Jun 09, 2021","549.72","550.73","551.59","549.54","-","-0.21%"
"Jun 08, 2021","550.90","550.80","551.68","549.11","-","0.04%"
"Jun 07, 2021","550.70","550.42","550.93","549.55","-","0.11%"
"Jun 04, 2021","550.07","546.22","550.50","545.57","-","0.68%"
"Jun 03, 2021","546.37","548.84","549.62","544.23","-","-0.42%"
"Jun 02, 2021","548.69","547.83","549.49","547.62","-","0.09%"
"Jun 01, 2021","548.18","546.27","550.53","546.22","-","0.36%"
"May 31, 2021","546.23","546.23","546.23","546.23","-","0.00%"
"May 28, 2021","546.23","544.16","547.35","544.15","-","0.37%"
"May 27, 2021","544.21","543.60","545.28","542.84","-","0.07%"
"May 26, 2021","543.83","542.79","544.17","542.58","-","0.21%"
"May 25, 2021","542.70","541.97","545.09","541.91","-","0.14%"
"May 24, 2021","541.94","538.28","542.94","538.03","-","0.66%"
"May 21, 2021","538.41","538.34","541.21","537.76","-","0.06%"
"May 20, 2021","538.08","532.70","539.29","532.36","-","0.90%"
"May 19, 2021","533.28","536.46","536.50","528.28","-","-0.60%"
"May 18, 2021","536.50","535.92","539.62","535.90","-","0.11%"
"May 17, 2021","535.92","536.56","536.98","534.16","-","-0.09%"
"May 14, 2021","536.42","528.28","537.23","528.23","-","1.55%"
"May 13, 2021","528.24","526.73","530.04","523.46","-","0.20%"
"May 12, 2021","527.17","536.24","536.30","526.29","-","-1.72%"
"May 11, 2021","536.40","542.38","542.44","532.28","-","-1.16%"
"May 10, 2021","542.67","545.72","546.78","542.35","-","-0.50%"
"May 07, 2021","545.38","540.61","546.31","540.60","-","0.91%"
"May 06, 2021","540.44","537.18","540.69","535.81","-","0.61%"
"May 05, 2021","537.17","535.57","538.85","535.17","-","0.27%"
"May 04, 2021","535.70","539.94","540.03","532.50","-","-0.81%"
"May 03, 2021","540.10","538.95","541.74","537.94","-","0.19%"
"Apr 30, 2021","539.07","543.96","544.09","538.32","-","-0.88%"
"Apr 29, 2021","543.85","542.94","545.80","541.27","-","0.29%"
"Apr 28, 2021","542.28","542.28","542.28","542.28","-","0.02%"
"Apr 27, 2021","542.17","542.71","542.74","541.25","-","-0.10%"
"Apr 26, 2021","542.73","541.00","543.28","540.88","-","0.43%"
"Apr 23, 2021","540.42","536.20","541.98","535.74","-","0.77%"
"Apr 22, 2021","536.30","537.22","539.68","535.13","-","-0.16%"
"Apr 21, 2021","537.18","534.77","537.30","532.22","-","0.39%"
"Apr 20, 2021","535.11","539.89","539.97","533.38","-","-0.88%"
"Apr 19, 2021","539.85","541.21","542.40","538.82","-","-0.25%"
"Apr 16, 2021","541.22","538.90","541.66","538.41","-","0.44%"
"Apr 15, 2021","538.86","534.49","539.16","534.14","-","0.85%"
"Apr 14, 2021","534.31","534.55","536.81","534.10","-","0.02%"
"Apr 13, 2021","534.19","532.44","535.00","532.06","-","0.33%"
"Apr 12, 2021","532.45","533.25","533.50","531.22","-","-0.17%"
"Apr 09, 2021","533.38","531.98","533.44","530.91","-","0.28%"
"Apr 08, 2021","531.88","529.02","532.10","528.61","-","0.46%"
"Apr 07, 2021","529.46","529.22","530.16","528.21","-","0.08%"
"Apr 06, 2021","529.04","528.10","530.13","527.41","-","0.20%"
"Apr 05, 2021","527.98","523.47","528.35","523.20","-","0.90%"
"Apr 02, 2021","523.27","523.31","523.69","523.15","-","0.08%"
"Apr 01, 2021","522.86","517.12","523.06","517.06","-","1.07%"
"Mar 31, 2021","517.32","516.53","518.97","515.46","-","0.15%"
"Mar 30, 2021","516.52","516.82","517.20","514.65","-","-0.04%"
"Mar 29, 2021","516.75","517.96","517.98","514.49","-","-0.16%"
"Mar 28, 2021","517.58","517.50","517.58","517.50","-","0.00%"
"Mar 26, 2021","517.57","510.25","517.81","510.21","-","1.44%"
"Mar 25, 2021","510.22","508.96","511.02","505.07","-","0.19%"
"Mar 24, 2021","509.23","513.61","514.00","508.94","-","-0.93%"
"Mar 23, 2021","514.03","518.64","519.08","512.94","-","-0.88%"
"Mar 22, 2021","518.60","516.65","519.92","515.64","-","0.34%"
"Mar 19, 2021","516.84","517.99","518.21","513.65","-","-0.27%"
"Mar 18, 2021","518.25","522.89","524.19","517.47","-","-0.67%"
"Mar 17, 2021","521.74","521.64","523.69","518.16","-","0.03%"
"Mar 16, 2021","521.57","521.11","523.47","520.65","-","0.13%"
"Mar 15, 2021","520.87","519.06","521.19","516.85","-","0.39%"
"Mar 12, 2021","518.87","519.45","520.08","515.76","-","-0.01%"
"Mar 11, 2021","518.91","512.65","520.63","512.43","-","1.32%"
"Mar 10, 2021","512.15","509.96","514.12","509.45","-","0.49%"
"Mar 09, 2021","509.64","502.95","512.07","501.83","-","1.28%"
"Mar 08, 2021","503.18","505.64","508.29","502.68","-","-0.47%"
"Mar 05, 2021","505.57","501.41","506.40","495.67","-","0.58%"
"Mar 04, 2021","502.66","509.60","509.60","497.82","-","-1.44%"
"Mar 03, 2021","510.02","513.12","515.46","509.72","-","-0.56%"
"Mar 02, 2021","512.89","515.65","516.16","512.89","-","-0.51%"
"Mar 01, 2021","515.53","504.72","516.46","504.69","-","2.02%"
"Feb 26, 2021","505.32","511.85","511.87","502.67","-","-1.51%"
"Feb 25, 2021","513.05","519.81","522.11","510.82","-","-1.18%"
"Feb 24, 2021","519.18","518.02","519.94","513.41","-","0.18%"
"Feb 23, 2021","518.24","518.42","519.19","509.82","-","0.02%"
"Feb 22, 2021","518.12","522.47","523.65","518.01","-","-0.83%"
"Feb 19, 2021","522.44","521.52","524.34","520.16","-","0.24%"
"Feb 18, 2021","521.19","524.65","524.83","518.58","-","-0.63%"
"Feb 17, 2021","524.47","525.90","526.44","521.85","-","-0.38%"
"Feb 16, 2021","526.49","526.34","528.13","525.25","-","0.02%"
"Feb 15, 2021","526.37","524.22","526.52","524.22","-","0.43%"
"Feb 12, 2021","524.12","522.22","524.34","520.91","-","0.35%"
"Feb 11, 2021","522.28","520.89","523.19","520.03","-","0.25%"
"Feb 10, 2021","521.00","520.21","523.39","518.30","-","0.22%"
"Feb 09, 2021","519.86","518.79","520.64","518.50","-","0.21%"
"Feb 08, 2021","518.76","514.81","518.80","514.81","-","0.82%"
"Feb 05, 2021","514.56","511.55","515.24","511.53","-","0.60%"
"Feb 04, 2021","511.49","508.94","511.49","507.48","-","0.55%"
"Feb 03, 2021","508.71","507.27","510.11","507.27","-","0.35%"
"Feb 02, 2021","506.93","500.52","508.11","500.50","-","1.30%"
"Feb 01, 2021","500.42","492.76","501.08","492.45","-","1.49%"
"Jan 29, 2021","493.06","501.88","502.42","491.09","-","-1.71%"
"Jan 28, 2021","501.65","499.92","504.97","496.10","-","0.28%"
"Jan 27, 2021","500.26","510.41","510.96","498.73","-","-1.98%"
"Jan 26, 2021","510.36","496.20","501.81","494.94","-","-0.31%"
"Jan 25, 2021","511.95","511.04","513.16","507.04","-","0.17%"
"Jan 22, 2021","511.10","513.37","513.37","509.87","-","-0.42%"
"Jan 21, 2021","513.27","512.81","514.33","512.32","-","0.16%"
"Jan 20, 2021","512.45","507.21","513.04","506.95","-","1.07%"
"Jan 19, 2021","507.04","502.97","507.66","502.95","-","0.81%"
"Jan 18, 2021","502.96","503.13","503.15","502.15","-","-0.04%"
"Jan 15, 2021","503.15","507.92","508.11","500.93","-","-0.90%"
"Jan 14, 2021","507.70","507.22","509.91","507.09","-","0.09%"
"Jan 13, 2021","507.26","506.79","508.31","505.71","-","0.25%"
"Jan 12, 2021","505.99","504.96","507.17","504.07","-","0.25%"
"Jan 11, 2021","504.75","508.28","508.31","503.36","-","-0.76%"
"Jan 08, 2021","508.61","504.29","508.72","504.26","-","0.87%"
"Jan 07, 2021","504.21","499.14","504.78","499.00","-","1.68%"
"Jan 06, 2021","495.88","496.20","501.81","494.94","-","0.00%"
"Jan 05, 2021","495.88","492.44","496.95","492.16","-","0.63%"
"Jan 04, 2021","492.80","495.18","499.02","489.35","-","-0.47%"
"Jan 01, 2021","495.15","495.03","495.15","495.03","-","0.01%"
"Dec 31, 2020","495.11","494.56","495.28","493.19","-","0.13%"
"Dec 30, 2020","494.49","492.60","495.53","492.18","-","0.38%"
"Dec 29, 2020","492.61","491.25","495.23","491.23","-","0.33%"
"Dec 28, 2020","491.00","488.99","491.89","488.83","-","0.47%"
"Dec 25, 2020","488.68","488.64","488.91","488.54","-","0.03%"
"Dec 24, 2020","488.54","487.58","488.61","487.46","-","0.22%"
"Dec 23, 2020","487.48","485.62","488.99","485.29","-","0.44%"
"Dec 22, 2020","485.36","486.71","486.71","484.19","-","-0.18%"
"Dec 21, 2020","486.22","489.88","490.04","480.99","-","-0.83%"
"Dec 18, 2020","490.29","491.74","491.80","488.27","-","-0.30%"
"Dec 17, 2020","491.78","488.09","491.85","488.07","-","0.77%"
"Dec 16, 2020","488.02","485.97","488.87","485.96","-","0.50%"
"Dec 15, 2020","485.59","481.87","485.93","481.10","-","0.79%"
"Dec 14, 2020","481.76","482.74","486.20","481.80","-","-0.13%"
"Dec 11, 2020","482.38","483.44","484.08","479.96","-","-0.19%"
"Dec 10, 2020","483.30","482.89","483.97","479.88","-","0.02%"
"Dec 09, 2020","483.19","485.04","487.15","481.62","-","-0.39%"
"Dec 08, 2020","485.09","484.00","485.39","482.69","-","0.20%"
"Dec 07, 2020","484.13","484.59","484.97","483.08","-","-0.13%"
"Dec 04, 2020","484.77","481.04","484.77","480.90","-","0.76%"
"Dec 03, 2020","481.11","479.59","482.28","479.44","-","0.40%"
"Dec 02, 2020","479.17","478.59","479.63","476.44","-","0.21%"
"Dec 01, 2020","478.15","472.81","479.55","472.80","-","1.09%"
"Nov 30, 2020","473.00","477.30","477.51","471.19","-","-0.92%"
"Nov 27, 2020","477.37","475.33","477.69","475.26","-","0.44%"
"Nov 26, 2020","475.29","474.78","475.69","474.63","-","0.15%"
"Nov 25, 2020","474.56","474.56","474.56","474.56","-","-0.02%"
"Nov 24, 2020","474.66","469.08","475.20","468.98","-","1.40%"
"Nov 23, 2020","468.12","466.26","469.89","466.24","-","0.39%"
"Nov 20, 2020","466.29","466.65","467.74","466.25","-","-0.05%"
"Nov 19, 2020","466.51","465.96","467.12","463.10","-","0.04%"
"Nov 18, 2020","466.33","468.32","469.90","465.94","-","-0.42%"
"Nov 17, 2020","468.31","468.93","469.31","465.98","-","-0.08%"
"Nov 16, 2020","468.67","462.99","468.88","462.96","-","1.29%"
"Nov 13, 2020","462.70","459.09","463.54","458.27","-","0.75%"
"Nov 12, 2020","459.26","462.31","462.77","457.60","-","-0.60%"
"Nov 11, 2020","462.05","458.85","462.72","458.84","-","0.70%"
"Nov 10, 2020","458.84","458.61","459.65","455.36","-","0.06%"
"Nov 09, 2020","458.55","452.62","466.84","452.58","-","1.34%"
"Nov 06, 2020","452.48","451.60","453.44","450.20","-","0.23%"
"Nov 05, 2020","451.43","442.15","452.71","442.09","-","2.17%"
"Nov 04, 2020","441.85","441.85","441.85","441.85","-","1.83%"
"Nov 03, 2020","433.92","426.43","435.25","426.42","-","1.85%"
"Nov 02, 2020","426.05","420.89","427.63","420.72","-","1.22%"
"Oct 30, 2020","420.92","425.98","426.11","418.15","-","-1.13%"
"Oct 29, 2020","425.74","423.91","428.16","421.65","-","0.38%"
"Oct 28, 2020","424.12","435.78","436.12","423.82","-","-2.78%"
"Oct 27, 2020","436.26","437.40","437.89","435.91","-","-0.30%"
"Oct 26, 2020","437.57","444.40","444.62","434.61","-","-1.59%"
"Oct 23, 2020","444.63","442.69","444.71","442.29","-","0.42%"
"Oct 22, 2020","442.79","442.17","443.16","439.26","-","0.09%"
"Oct 21, 2020","442.39","442.87","445.26","442.12","-","-0.11%"
"Oct 20, 2020","442.87","441.58","445.52","441.02","-","0.24%"
"Oct 19, 2020","441.80","444.87","447.64","441.04","-","-0.69%"
"Oct 16, 2020","444.87","444.20","447.70","443.69","-","0.16%"
"Oct 15, 2020","444.18","447.55","447.57","440.22","-","-0.79%"
"Oct 14, 2020","447.72","449.19","450.91","446.89","-","-0.36%"
"Oct 13, 2020","449.33","451.47","451.77","448.30","-","-0.49%"
"Oct 12, 2020","451.53","446.48","452.57","446.30","-","1.09%"
"Oct 09, 2020","446.67","443.13","446.97","442.95","-","0.84%"
"Oct 08, 2020","442.95","439.67","443.10","439.67","-","0.77%"
"Oct 07, 2020","439.56","434.54","440.20","434.23","-","1.00%"
"Oct 06, 2020","435.21","437.66","440.46","434.13","-","-0.55%"
"Oct 05, 2020","437.62","430.56","437.68","430.46","-","1.64%"
"Oct 02, 2020","430.56","433.43","433.67","427.51","-","-0.62%"
"Oct 01, 2020","433.24","431.00","434.30","430.96","-","0.55%"
"Sep 30, 2020","430.89","429.37","433.26","427.90","-","0.39%"
"Sep 29, 2020","429.20","430.50","431.18","428.53","-","-0.25%"
"Sep 28, 2020","430.28","423.46","431.23","423.40","-","1.62%"
"Sep 25, 2020","423.42","419.51","424.06","417.37","-","1.03%"
"Sep 24, 2020","419.12","421.03","422.19","415.80","-","-0.52%"
"Sep 23, 2020","421.32","427.36","428.75","420.71","-","-1.42%"
"Sep 22, 2020","427.38","425.79","427.77","423.85","-","0.39%"
"Sep 21, 2020","425.73","432.69","433.13","421.01","-","-1.60%"
"Sep 18, 2020","432.65","435.67","436.36","430.61","-","-0.60%"
"Sep 17, 2020","435.26","438.59","438.61","432.60","-","-0.80%"
"Sep 16, 2020","438.75","438.95","442.15","438.34","-","-0.03%"
"Sep 15, 2020","438.90","436.70","440.66","436.33","-","0.48%"
"Sep 14, 2020","436.79","431.59","437.97","431.58","-","1.21%"
"Sep 11, 2020","431.58","430.82","433.92","429.03","-","0.08%"
"Sep 10, 2020","431.22","435.18","438.55","429.98","-","-0.88%"
"Sep 09, 2020","435.05","429.06","436.98","427.77","-","1.31%"
"Sep 08, 2020","429.41","437.65","438.36","428.94","-","-1.91%"
"Sep 07, 2020","437.79","437.05","437.90","436.45","-","0.16%"
"Sep 04, 2020","437.08","441.21","442.05","429.85","-","-0.93%"
"Sep 03, 2020","441.19","451.95","452.78","439.19","-","-2.36%"
"Sep 02, 2020","451.87","447.40","452.36","447.29","-","0.92%"
"Sep 01, 2020","447.75","445.17","447.42","444.70","-","0.55%"
"Aug 31, 2020","445.28","446.79","447.79","444.60","-","-0.34%"
"Aug 28, 2020","446.78","444.22","446.83","444.09","-","0.62%"
"Aug 27, 2020","444.03","444.71","445.71","442.59","-","-0.11%"
"Aug 26, 2020","444.51","441.19","444.77","440.51","-","0.81%"
"Aug 25, 2020","440.92","439.58","441.24","439.45","-","0.28%"
"Aug 24, 2020","439.70","435.02","439.63","434.79","-","1.09%"
"Aug 21, 2020","434.98","434.48","435.63","433.29","-","0.22%"
"Aug 20, 2020","434.01","435.43","435.44","431.10","-","-0.47%"
"Aug 19, 2020","436.05","437.19","437.95","434.98","-","-0.21%"
"Aug 18, 2020","436.98","436.07","438.22","435.31","-","0.22%"
"Aug 17, 2020","436.04","434.28","436.37","434.03","-","0.43%"
"Aug 14, 2020","434.19","435.20","435.45","433.41","-","-0.27%"
"Aug 13, 2020","435.37","435.41","436.52","434.26","-","-0.03%"
"Aug 12, 2020","435.49","430.48","435.90","429.76","-","1.14%"
"Aug 11, 2020","430.60","430.05","434.36","429.83","-","0.07%"
"Aug 10, 2020","430.28","429.31","430.86","428.23","-","0.21%"
"Aug 07, 2020","429.36","430.90","430.94","427.47","-","-0.31%"
"Aug 06, 2020","430.70","429.92","430.99","428.17","-","0.15%"
"Aug 05, 2020","430.04","426.51","430.31","426.29","-","0.92%"
"Aug 04, 2020","426.13","423.63","426.58","423.60","-","0.65%"
"Aug 03, 2020","423.36","420.04","424.22","419.74","-","0.83%"
"Jul 31, 2020","419.88","421.36","421.83","416.18","-","-0.21%"
"Jul 30, 2020","420.77","423.79","424.04","416.68","-","-0.66%"
"Jul 29, 2020","423.56","420.08","424.28","419.50","-","0.80%"
"Jul 28, 2020","420.19","421.46","422.49","419.91","-","-0.32%"
"Jul 27, 2020","421.52","417.94","421.41","417.59","-","0.85%"
"Jul 24, 2020","417.96","421.33","421.53","416.27","-","-0.80%"
"Jul 23, 2020","421.35","423.99","425.03","420.11","-","-0.65%"
"Jul 22, 2020","424.12","423.80","424.28","422.02","-","0.16%"
"Jul 21, 2020","423.46","420.94","425.46","420.93","-","0.62%"
"Jul 20, 2020","420.83","417.72","421.33","416.89","-","0.74%"
"Jul 17, 2020","417.73","415.97","418.38","415.79","-","0.32%"
"Jul 16, 2020","416.38","418.83","418.90","414.81","-","-0.62%"
"Jul 15, 2020","418.98","413.99","420.02","413.97","-","1.25%"
"Jul 14, 2020","413.79","411.55","414.10","407.68","-","0.45%"
"Jul 13, 2020","411.92","412.40","418.48","411.16","-","-0.08%"
"Jul 10, 2020","412.26","410.10","412.40","408.15","-","0.52%"
"Jul 09, 2020","410.14","411.98","413.73","407.01","-","-0.40%"
"Jul 08, 2020","411.78","409.48","412.25","408.84","-","0.51%"
"Jul 07, 2020","409.68","413.45","413.85","409.29","-","-0.93%"
"Jul 06, 2020","413.53","406.31","414.10","406.29","-","1.78%"
"Jul 03, 2020","406.28","406.10","407.07","405.94","-","0.09%"
"Jul 02, 2020","405.93","402.22","409.37","402.19","-","0.93%"
"Jul 01, 2020","402.18","400.75","403.26","399.58","-","0.39%"
"Jun 30, 2020","400.61","396.89","401.62","396.34","-","0.99%"
"Jun 29, 2020","396.70","394.17","396.80","392.06","-","0.65%"
"Jun 26, 2020","394.14","399.82","401.41","393.85","-","-1.38%"
"Jun 25, 2020","399.65","397.60","400.00","394.31","-","0.40%"
"Jun 24, 2020","398.04","406.91","407.39","396.19","-","-2.24%"
"Jun 23, 2020","407.17","403.87","408.76","402.95","-","0.89%"
"Jun 22, 2020","403.59","402.19","404.04","400.49","-","0.34%"
"Jun 19, 2020","402.22","402.93","407.28","401.04","-","-0.22%"
"Jun 18, 2020","403.11","403.60","403.99","401.03","-","-0.08%"
"Jun 17, 2020","403.44","403.72","405.67","402.81","-","-0.04%"
"Jun 16, 2020","403.60","395.27","406.94","395.22","-","2.27%"
"Jun 15, 2020","394.63","394.65","396.26","385.48","-","-0.05%"
"Jun 12, 2020","394.82","392.68","399.93","389.95","-","0.34%"
"Jun 11, 2020","393.49","412.75","412.81","392.43","-","-4.61%"
"Jun 10, 2020","412.51","413.95","415.80","411.64","-","-0.38%"
"Jun 09, 2020","414.10","416.64","417.26","412.47","-","-0.55%"
"Jun 08, 2020","416.38","412.47","416.75","412.16","-","0.99%"
"Jun 05, 2020","412.28","403.76","413.99","403.41","-","2.08%"
"Jun 04, 2020","403.88","404.21","405.39","402.03","-","-0.09%"
"Jun 03, 2020","404.26","398.14","404.93","398.03","-","1.73%"
"Jun 02, 2020","397.38","392.88","397.30","392.82","-","1.16%"
"Jun 01, 2020","392.83","389.09","393.34","389.08","-","0.97%"
"May 29, 2020","389.04","388.79","389.31","385.22","-","0.06%"
"May 28, 2020","388.79","387.48","391.99","387.28","-","0.43%"
"May 27, 2020","387.12","383.53","387.44","381.35","-","0.95%"
"May 26, 2020","383.48","377.26","385.59","377.26","-","1.65%"
"May 25, 2020","377.24","375.24","377.29","375.23","-","0.54%"
"May 22, 2020","375.23","376.85","376.97","373.16","-","-0.40%"
"May 21, 2020","376.75","379.29","379.76","375.59","-","-0.71%"
"May 20, 2020","379.43","374.01","380.31","373.87","-","1.40%"
"May 19, 2020","374.20","374.98","377.60","374.01","-","-0.11%"
"May 18, 2020","374.60","364.26","375.93","364.25","-","2.84%"
"May 15, 2020","364.26","362.89","364.36","360.70","-","0.40%"
"May 14, 2020","362.80","363.11","363.18","354.94","-","-0.12%"
"May 13, 2020","363.23","368.57","368.92","360.97","-","-1.55%"
"May 12, 2020","368.94","373.44","375.13","368.55","-","-1.25%"
"May 11, 2020","373.62","373.36","374.67","371.24","-","0.06%"
"May 08, 2020","373.41","367.68","373.56","367.61","-","1.73%"
"May 07, 2020","367.07","363.97","369.12","363.63","-","0.80%"
"May 06, 2020","364.17","365.63","367.81","363.95","-","-0.39%"
"May 05, 2020","365.59","362.21","368.01","362.20","-","0.98%"
"May 04, 2020","362.05","364.06","364.09","358.53","-","-0.64%"
"May 01, 2020","364.39","372.40","372.42","363.62","-","-2.23%"
"Apr 30, 2020","372.72","375.67","377.22","371.16","-","-0.71%"
"Apr 29, 2020","375.37","366.95","376.73","366.94","-","2.32%"
"Apr 28, 2020","366.85","366.10","371.75","365.59","-","0.21%"
"Apr 27, 2020","366.07","359.63","366.75","359.61","-","1.80%"
"Apr 24, 2020","359.59","357.74","360.02","355.93","-","0.42%"
"Apr 23, 2020","358.10","356.61","362.08","356.46","-","0.42%"
"Apr 22, 2020","356.62","350.60","357.70","349.76","-","1.69%"
"Apr 21, 2020","350.69","361.10","361.13","349.70","-","-2.96%"
"Apr 20, 2020","361.39","364.90","364.94","360.36","-","-0.98%"
"Apr 17, 2020","364.97","355.84","365.25","355.81","-","2.60%"
"Apr 16, 2020","355.72","355.24","356.82","352.86","-","0.11%"
"Apr 15, 2020","355.33","363.49","363.67","353.52","-","-2.19%"
"Apr 14, 2020","363.29","355.05","364.13","355.05","-","2.37%"
"Apr 13, 2020","354.87","357.82","357.87","351.64","-","-0.81%"
"Apr 10, 2020","357.76","357.38","357.96","356.91","-","0.09%"
"Apr 09, 2020","357.44","351.70","359.87","351.56","-","1.66%"
"Apr 08, 2020","351.62","344.67","352.45","343.43","-","2.07%"
"Apr 07, 2020","344.50","340.66","352.80","340.66","-","1.11%"
"Apr 06, 2020","340.71","323.10","341.62","322.94","-","5.41%"
"Apr 03, 2020","323.22","327.89","328.28","321.02","-","-1.44%"
"Apr 02, 2020","327.94","324.35","329.49","321.95","-","1.09%"
"Apr 01, 2020","324.39","337.19","337.50","322.64","-","-3.69%"
"Mar 31, 2020","336.83","338.75","341.40","335.84","-","-0.55%"
"Mar 30, 2020","338.69","333.14","339.20","330.72","-","1.60%"
"Mar 27, 2020","333.35","340.58","342.76","329.96","-","-2.07%"
"Mar 26, 2020","340.40","326.03","341.16","325.06","-","4.54%"
"Mar 25, 2020","325.63","316.86","333.44","316.85","-","2.87%"
"Mar 24, 2020","316.53","292.54","316.62","292.48","-","8.29%"
"Mar 23, 2020","292.31","301.49","301.70","288.49","-","-3.19%"
"Mar 20, 2020","301.93","306.20","314.85","301.12","-","-1.60%"
"Mar 19, 2020","306.83","306.05","310.54","297.17","-","0.32%"
"Mar 18, 2020","305.84","323.06","324.00","296.85","-","-5.23%"
"Mar 17, 2020","322.72","312.40","325.24","308.54","-","3.24%"
"Mar 16, 2020","312.58","344.34","344.46","311.82","-","-9.07%"
"Mar 13, 2020","343.77","328.53","343.83","322.91","-","4.88%"
"Mar 12, 2020","327.77","361.77","361.78","328.33","-","-9.49%"
"Mar 11, 2020","362.13","375.49","375.96","359.40","-","-3.66%"
"Mar 10, 2020","375.87","366.40","376.05","364.63","-","2.57%"
"Mar 09, 2020","366.45","394.37","394.38","365.90","-","-7.02%"
"Mar 06, 2020","394.12","402.24","402.24","388.95","-","-2.05%"
"Mar 05, 2020","402.36","410.47","411.61","400.58","-","-1.90%"
"Mar 04, 2020","410.14","399.68","410.11","399.53","-","2.53%"
"Mar 03, 2020","400.02","404.96","411.16","397.98","-","-1.09%"
"Mar 02, 2020","404.43","393.18","404.59","392.66","-","2.80%"
"Feb 28, 2020","393.43","399.01","399.23","384.41","-","-1.69%"
"Feb 27, 2020","400.18","413.34","413.41","400.23","-","-3.23%"
"Feb 26, 2020","413.55","415.70","419.20","412.99","-","-0.62%"
"Feb 25, 2020","416.15","425.58","425.99","415.53","-","-2.29%"
"Feb 24, 2020","425.90","438.18","438.18","425.12","-","-2.88%"
"Feb 21, 2020","438.54","441.48","441.70","437.88","-","-0.72%"
"Feb 20, 2020","441.74","444.02","444.31","439.26","-","-0.46%"
"Feb 19, 2020","443.79","441.88","444.16","441.67","-","0.48%"
"Feb 18, 2020","441.66","443.90","443.90","440.64","-","-0.53%"
"Feb 17, 2020","444.02","443.90","444.30","443.52","-","-0.02%"
"Feb 14, 2020","444.10","443.62","444.33","443.09","-","0.05%"
"Feb 13, 2020","443.90","444.63","444.76","442.42","-","-0.20%"
"Feb 12, 2020","444.78","442.31","444.78","442.05","-","0.59%"
"Feb 11, 2020","442.18","440.24","443.61","440.23","-","0.45%"
"Feb 10, 2020","440.18","438.61","440.18","437.50","-","0.29%"
"Feb 07, 2020","438.90","441.60","441.60","438.44","-","-0.60%"
"Feb 06, 2020","441.57","439.70","441.93","439.70","-","0.53%"
"Feb 05, 2020","439.25","435.94","439.61","435.88","-","0.84%"
"Feb 04, 2020","435.61","429.29","436.38","429.28","-","1.45%"
"Feb 03, 2020","429.39","427.80","430.98","426.93","-","0.25%"
"Jan 31, 2020","428.32","433.40","434.03","427.50","-","-1.13%"
"Jan 30, 2020","433.23","434.92","434.93","429.87","-","-0.38%"
"Jan 29, 2020","434.90","435.33","436.42","434.59","-","-0.07%"
"Jan 28, 2020","435.20","432.16","435.81","431.65","-","0.60%"
"Jan 27, 2020","432.60","439.31","439.31","431.67","-","-1.60%"
"Jan 24, 2020","439.62","441.48","442.89","438.52","-","-0.40%"
"Jan 23, 2020","441.40","442.72","442.72","439.54","-","-0.29%"
"Jan 22, 2020","442.68","442.16","444.15","442.04","-","0.11%"
"Jan 21, 2020","442.20","444.12","444.13","441.79","-","-0.42%"
"Jan 20, 2020","444.06","444.25","444.47","443.88","-","-0.01%"
"Jan 17, 2020","444.09","442.67","444.12","442.53","-","0.36%"
"Jan 16, 2020","442.51","440.34","442.49","440.16","-","0.53%"
"Jan 15, 2020","440.16","439.81","441.01","439.27","-","0.07%"
"Jan 14, 2020","439.84","439.88","440.75","439.22","-","0.03%"
"Jan 13, 2020","439.71","437.40","439.79","437.38","-","0.50%"
"Jan 10, 2020","437.54","437.91","438.96","437.18","-","-0.02%"
"Jan 09, 2020","437.64","435.09","437.79","435.09","-","0.67%"
"Jan 08, 2020","434.72","434.41","435.66","433.22","-","0.05%"
"Jan 07, 2020","434.51","434.81","436.05","433.99","-","-0.01%"
"Jan 06, 2020","434.54","434.55","434.60","431.92","-","-0.09%"
"Jan 03, 2020","434.95","437.08","437.52","433.58","-","-0.54%"
