Date,Dividends
2003-06-25,0.08975
2009-12-17,0.522
2009-05-26,0.635
2008-05-27,0.361
1994-08-03,0.0305
2012-05-25,0.127
2005-05-25,0.15925
2007-05-25,0.663
2006-05-26,0.156
2011-06-03,0.15
1994-11-04,0.0305
2004-05-18,0.54475
2018-05-29,0.089
2019-05-29,0.092
2021-05-27,0.088
2013-12-18,0.135
2013-05-28,0.142
1994-05-03,0.0305
1995-02-06,0.027
2016-05-26,0.095
2017-05-25,0.093
1996-02-06,0.027
2015-05-28,0.115
