Date,Dividends
2021-03-26,0.009
2018-12-24,0.035
2020-12-21,0.034
2019-03-22,0.009
2017-03-24,0.019
2021-06-25,0.035
2015-12-21,0.023
2019-06-21,0.115
2017-06-23,0.099
2017-12-22,0.054
2021-09-24,0.035
2015-06-17,0.067
2015-03-13,0.012
2019-09-20,0.046
2017-09-22,0.056
2015-09-16,0.071
2019-12-23,0.036
2020-03-20,0.004
2018-03-23,0.02
2016-03-16,0.02
2018-06-22,0.111
2020-06-19,0.027
2016-12-23,0.035
2016-06-15,0.087
2016-09-22,0.039
2014-12-19,0.009
2018-09-21,0.048
2020-09-18,0.038
