Date,Dividends
2014-01-29,2.0465
2003-01-21,0.5
2004-01-20,0.1435
2013-01-24,1.9445
2015-01-23,1.874
2016-01-22,1.876
2002-01-15,0.445
2009-01-23,1.0115
2010-01-22,1.206
2011-01-21,1.858
2012-01-20,2.02
2020-02-06,2.186
2021-02-04,2.129
2017-02-02,1.87
2018-02-01,2.179
2019-01-31,2.15
2008-01-22,1.1765
2005-01-25,0.64
2006-01-24,0.783
2007-01-23,0.9305
2013-07-18,1.528
